ensembl_transcript_id	ensembl_gene_id
FBtr0083643	FBgn0004652
FBtr0083641	FBgn0004652
FBtr0088448	FBgn0033464
FBtr0088449	FBgn0033464
FBtr0070212	FBgn0024364
FBtr0309977	FBgn0263613
FBtr0085315	FBgn0039596
FBtr0082594	FBgn0038046
FBtr0086301	FBgn0034499
FBtr0339586	FBgn0265374
FBtr0301253	FBgn0260756
FBtr0079150	FBgn0031753
FBtr0071687	FBgn0000326
FBtr0335228	FBgn0037536
FBtr0335226	FBgn0037536
FBtr0335225	FBgn0037536
FBtr0335227	FBgn0037536
FBtr0308075	FBgn0037536
FBtr0308076	FBgn0037536
FBtr0081784	FBgn0037536
FBtr0085644	FBgn0039769
FBtr0091758	FBgn0053757
FBtr0074183	FBgn0030695
FBtr0307978	FBgn0030695
FBtr0305317	FBgn0050345
FBtr0088747	FBgn0002569
FBtr0302212	FBgn0266449
FBtr0079192	FBgn0266449
FBtr0343126	FBgn0266449
FBtr0084326	FBgn0039013
FBtr0344484	FBgn0265378
FBtr0310092	FBgn0263656
FBtr0071201	FBgn0014465
FBtr0302936	FBgn0014465
FBtr0336764	FBgn0039602
FBtr0085326	FBgn0039602
FBtr0302644	FBgn0261545
FBtr0310576	FBgn0261545
FBtr0302645	FBgn0261545
FBtr0114214	FBgn0085764
FBtr0346900	FBgn0267521
FBtr0301366	FBgn0032470
FBtr0336855	FBgn0032470
FBtr0346677	FBgn0052823
FBtr0346675	FBgn0052823
FBtr0346676	FBgn0052823
FBtr0345240	FBgn0266739
FBtr0088011	FBgn0033691
FBtr0345605	FBgn0052039
FBtr0076441	FBgn0052039
FBtr0344596	FBgn0262979
FBtr0111274	FBgn0261387
FBtr0111277	FBgn0261387
FBtr0345019	FBgn0033453
FBtr0345020	FBgn0033453
FBtr0331499	FBgn0264296
FBtr0073180	FBgn0035470
FBtr0329971	FBgn0032694
FBtr0081073	FBgn0032694
FBtr0329972	FBgn0032694
FBtr0343808	FBgn0032694
FBtr0081565	FBgn0051494
FBtr0072116	FBgn0050181
FBtr0085345	FBgn0039620
FBtr0085804	FBgn0039857
FBtr0085805	FBgn0039857
FBtr0081739	FBgn0037514
FBtr0346943	FBgn0267538
FBtr0087105	FBgn0003274
FBtr0342791	FBgn0034551
FBtr0072889	FBgn0035334
FBtr0330716	FBgn0250906
FBtr0330717	FBgn0250906
FBtr0330718	FBgn0250906
FBtr0334162	FBgn0250906
FBtr0077739	FBgn0250906
FBtr0088620	FBgn0033388
FBtr0088621	FBgn0033388
FBtr0088522	FBgn0033426
FBtr0088521	FBgn0033426
FBtr0088523	FBgn0033426
FBtr0305483	FBgn0262621
FBtr0339667	FBgn0264740
FBtr0339668	FBgn0264740
FBtr0346524	FBgn0264740
FBtr0091854	FBgn0053850
FBtr0088310	FBgn0033526
FBtr0073220	FBgn0003710
FBtr0073219	FBgn0003710
FBtr0344130	FBgn0266366
FBtr0071631	FBgn0050206
FBtr0332496	FBgn0024980
FBtr0070494	FBgn0024980
FBtr0342774	FBgn0265899
FBtr0079954	FBgn0032197
FBtr0079953	FBgn0032197
FBtr0070742	FBgn0029746
FBtr0344669	FBgn0029746
FBtr0086438	FBgn0053446
FBtr0339258	FBgn0039298
FBtr0084810	FBgn0039298
FBtr0089760	FBgn0050159
FBtr0089761	FBgn0050159
FBtr0301713	FBgn0050159
FBtr0340476	FBgn0024332
FBtr0070762	FBgn0024332
FBtr0346303	FBgn0267177
FBtr0070533	FBgn0052493
FBtr0308650	FBgn0031077
FBtr0289978	FBgn0031077
FBtr0306279	FBgn0262873
FBtr0343908	FBgn0266243
FBtr0299993	FBgn0259726
FBtr0299992	FBgn0259726
FBtr0073613	FBgn0030332
FBtr0334745	FBgn0264843
FBtr0076063	FBgn0053265
FBtr0082705	FBgn0038113
FBtr0331831	FBgn0036485
FBtr0075641	FBgn0036485
FBtr0086165	FBgn0050158
FBtr0080688	FBgn0032551
FBtr0071081	FBgn0029952
FBtr0113548	FBgn0083033
FBtr0091853	FBgn0053849
FBtr0309757	FBgn0263458
FBtr0078986	FBgn0261436
FBtr0080431	FBgn0032471
FBtr0083201	FBgn0038385
FBtr0070408	FBgn0023526
FBtr0332962	FBgn0023526
FBtr0079976	FBgn0004419
FBtr0079975	FBgn0004419
FBtr0299906	FBgn0010348
FBtr0112858	FBgn0010348
FBtr0078573	FBgn0010348
FBtr0078574	FBgn0010348
FBtr0078571	FBgn0010348
FBtr0078575	FBgn0010348
FBtr0332054	FBgn0010348
FBtr0299907	FBgn0010348
FBtr0086667	FBgn0040734
FBtr0085903	FBgn0032961
FBtr0085905	FBgn0032961
FBtr0085904	FBgn0032961
FBtr0076479	FBgn0005533
FBtr0339457	FBgn0262790
FBtr0346951	FBgn0262790
FBtr0305906	FBgn0262790
FBtr0343841	FBgn0263320
FBtr0308744	FBgn0263320
FBtr0075829	FBgn0052128
FBtr0309963	FBgn0026086
FBtr0305499	FBgn0026086
FBtr0305497	FBgn0026086
FBtr0339272	FBgn0026086
FBtr0307895	FBgn0026086
FBtr0339273	FBgn0026086
FBtr0305498	FBgn0026086
FBtr0100557	FBgn0026086
FBtr0339274	FBgn0026086
FBtr0309961	FBgn0026086
FBtr0070300	FBgn0026086
FBtr0309965	FBgn0026086
FBtr0309962	FBgn0026086
FBtr0070299	FBgn0026086
FBtr0071978	FBgn0034822
FBtr0085009	FBgn0263118
FBtr0339598	FBgn0263118
FBtr0077447	FBgn0011603
FBtr0077448	FBgn0011603
FBtr0301407	FBgn0011603
FBtr0077446	FBgn0011603
FBtr0301408	FBgn0011603
FBtr0083356	FBgn0038454
FBtr0100295	FBgn0029836
FBtr0070871	FBgn0029836
FBtr0308190	FBgn0029836
FBtr0081640	FBgn0037470
FBtr0081641	FBgn0037470
FBtr0333326	FBgn0037470
FBtr0346780	FBgn0267442
FBtr0080381	FBgn0051858
FBtr0070462	FBgn0040385
FBtr0087642	FBgn0033880
FBtr0333203	FBgn0029504
FBtr0071079	FBgn0029504
FBtr0112946	FBgn0029504
FBtr0310287	FBgn0029504
FBtr0340527	FBgn0265660
FBtr0112708	FBgn0085447
FBtr0112709	FBgn0085447
FBtr0346962	FBgn0085447
FBtr0340655	FBgn0085447
FBtr0340656	FBgn0085447
FBtr0340654	FBgn0085447
FBtr0112712	FBgn0085447
FBtr0112710	FBgn0085447
FBtr0330126	FBgn0085447
FBtr0330122	FBgn0085447
FBtr0330123	FBgn0085447
FBtr0330125	FBgn0085447
FBtr0330124	FBgn0085447
FBtr0339522	FBgn0051139
FBtr0084321	FBgn0051139
FBtr0080536	FBgn0028931
FBtr0110942	FBgn0028931
FBtr0079909	FBgn0063392
FBtr0081783	FBgn0037535
FBtr0335224	FBgn0037535
FBtr0340181	FBgn0265546
FBtr0344444	FBgn0266451
FBtr0071786	FBgn0034705
FBtr0342982	FBgn0034705
FBtr0342983	FBgn0034705
FBtr0076854	FBgn0035779
FBtr0345850	FBgn0266954
FBtr0304896	FBgn0262569
FBtr0289976	FBgn0038273
FBtr0112926	FBgn0026737
FBtr0083113	FBgn0026737
FBtr0110838	FBgn0083960
FBtr0080919	FBgn0051739
FBtr0331622	FBgn0051739
FBtr0331623	FBgn0051739
FBtr0346397	FBgn0267225
FBtr0112766	FBgn0085489
FBtr0075196	FBgn0036746
FBtr0345384	FBgn0036746
FBtr0330162	FBgn0036746
FBtr0300323	FBgn0259966
FBtr0340177	FBgn0052832
FBtr0080960	FBgn0052832
FBtr0074382	FBgn0030814
FBtr0071760	FBgn0050281
FBtr0346047	FBgn0267060
FBtr0310445	FBgn0039157
FBtr0100518	FBgn0039157
FBtr0084579	FBgn0039157
FBtr0084578	FBgn0039157
FBtr0100516	FBgn0039157
FBtr0100517	FBgn0039157
FBtr0329959	FBgn0263976
FBtr0088695	FBgn0033316
FBtr0306343	FBgn0051522
FBtr0306344	FBgn0051522
FBtr0078939	FBgn0051522
FBtr0078942	FBgn0051522
FBtr0335431	FBgn0051522
FBtr0335432	FBgn0051522
FBtr0078941	FBgn0051522
FBtr0087214	FBgn0014020
FBtr0087211	FBgn0014020
FBtr0087212	FBgn0014020
FBtr0087216	FBgn0014020
FBtr0087213	FBgn0014020
FBtr0087217	FBgn0014020
FBtr0072022	FBgn0034863
FBtr0340112	FBgn0265533
FBtr0340113	FBgn0265533
FBtr0083964	FBgn0019936
FBtr0082698	FBgn0038109
FBtr0333965	FBgn0264708
FBtr0344279	FBgn0038247
FBtr0304017	FBgn0262099
FBtr0307492	FBgn0264695
FBtr0301828	FBgn0264695
FBtr0307494	FBgn0264695
FBtr0080899	FBgn0264695
FBtr0301829	FBgn0264695
FBtr0080896	FBgn0264695
FBtr0307493	FBgn0264695
FBtr0301827	FBgn0264695
FBtr0080897	FBgn0264695
FBtr0080895	FBgn0264695
FBtr0307495	FBgn0264695
FBtr0346712	FBgn0264695
FBtr0080905	FBgn0264695
FBtr0080907	FBgn0264695
FBtr0080906	FBgn0264695
FBtr0080902	FBgn0264695
FBtr0080900	FBgn0264695
FBtr0080903	FBgn0264695
FBtr0080901	FBgn0264695
FBtr0307496	FBgn0264695
FBtr0080898	FBgn0264695
FBtr0334806	FBgn0264878
FBtr0333900	FBgn0264700
FBtr0088019	FBgn0033685
FBtr0071225	FBgn0030057
FBtr0345985	FBgn0030057
FBtr0082856	FBgn0263396
FBtr0082857	FBgn0263396
FBtr0309094	FBgn0263396
FBtr0082854	FBgn0263396
FBtr0082855	FBgn0263396
FBtr0309960	FBgn0000153
FBtr0080542	FBgn0000153
FBtr0342712	FBgn0000153
FBtr0081786	FBgn0037540
FBtr0346546	FBgn0010350
FBtr0076688	FBgn0010350
FBtr0336708	FBgn0250821
FBtr0078981	FBgn0250821
FBtr0073233	FBgn0035526
FBtr0345370	FBgn0033155
FBtr0089021	FBgn0033155
FBtr0344910	FBgn0036165
FBtr0076093	FBgn0036165
FBtr0087342	FBgn0034035
FBtr0080723	FBgn0000317
FBtr0080724	FBgn0000317
FBtr0343687	FBgn0000317
FBtr0343686	FBgn0000317
FBtr0085605	FBgn0039736
FBtr0343039	FBgn0265986
FBtr0088105	FBgn0033584
FBtr0339479	FBgn0033584
FBtr0301978	FBgn0039946
FBtr0078405	FBgn0003042
FBtr0332502	FBgn0261015
FBtr0332501	FBgn0261015
FBtr0332500	FBgn0261015
FBtr0301876	FBgn0261015
FBtr0347088	FBgn0267633
FBtr0082845	FBgn0038172
FBtr0072558	FBgn0035149
FBtr0339481	FBgn0033615
FBtr0088118	FBgn0033615
FBtr0304676	FBgn0033615
FBtr0087392	FBgn0034008
FBtr0084272	FBgn0263863
FBtr0079884	FBgn0032169
FBtr0343737	FBgn0032169
FBtr0310335	FBgn0263706
FBtr0342803	FBgn0263706
FBtr0310339	FBgn0263706
FBtr0342802	FBgn0263706
FBtr0330597	FBgn0263706
FBtr0310337	FBgn0263706
FBtr0310338	FBgn0263706
FBtr0310336	FBgn0263706
FBtr0074108	FBgn0001105
FBtr0331597	FBgn0001105
FBtr0074106	FBgn0001105
FBtr0074107	FBgn0001105
FBtr0074111	FBgn0001105
FBtr0074110	FBgn0001105
FBtr0346794	FBgn0001105
FBtr0300137	FBgn0259843
FBtr0304642	FBgn0262361
FBtr0079563	FBgn0031957
FBtr0077764	FBgn0031419
FBtr0084546	FBgn0026317
FBtr0345877	FBgn0266975
FBtr0331184	FBgn0045064
FBtr0081331	FBgn0045064
FBtr0079852	FBgn0000273
FBtr0335495	FBgn0000273
FBtr0079851	FBgn0000273
FBtr0306829	FBgn0262991
FBtr0306830	FBgn0262991
FBtr0306831	FBgn0262991
FBtr0086463	FBgn0034454
FBtr0342846	FBgn0004959
FBtr0074603	FBgn0004959
FBtr0077419	FBgn0031626
FBtr0343223	FBgn0031626
FBtr0346628	FBgn0035889
FBtr0076664	FBgn0035889
FBtr0076665	FBgn0035889
FBtr0077853	FBgn0031390
FBtr0301660	FBgn0031390
FBtr0334814	FBgn0031390
FBtr0085215	FBgn0039537
FBtr0310389	FBgn0263742
FBtr0303589	FBgn0261925
FBtr0344601	FBgn0261925
FBtr0082351	FBgn0037879
FBtr0346098	FBgn0037879
FBtr0082352	FBgn0037880
FBtr0345581	FBgn0034712
FBtr0071781	FBgn0034712
FBtr0333004	FBgn0017558
FBtr0112892	FBgn0017558
FBtr0088508	FBgn0017558
FBtr0306807	FBgn0017558
FBtr0086293	FBgn0043534
FBtr0342691	FBgn0043534
FBtr0077004	FBgn0041625
FBtr0310558	FBgn0263773
FBtr0310559	FBgn0263773
FBtr0310560	FBgn0263773
FBtr0310561	FBgn0263773
FBtr0347059	FBgn0267618
FBtr0074257	FBgn0030724
FBtr0343595	FBgn0030724
FBtr0074258	FBgn0030724
FBtr0074259	FBgn0030724
FBtr0334758	FBgn0031376
FBtr0077813	FBgn0031376
FBtr0304687	FBgn0261262
FBtr0304685	FBgn0261262
FBtr0304688	FBgn0261262
FBtr0304686	FBgn0261262
FBtr0332785	FBgn0036704
FBtr0075250	FBgn0036704
FBtr0081125	FBgn0032706
FBtr0343114	FBgn0032706
FBtr0343113	FBgn0032706
FBtr0301567	FBgn0260867
FBtr0343151	FBgn0031811
FBtr0079256	FBgn0031811
FBtr0345876	FBgn0266974
FBtr0074305	FBgn0010416
FBtr0340315	FBgn0010416
FBtr0100190	FBgn0035239
FBtr0100191	FBgn0035239
FBtr0346478	FBgn0267263
FBtr0114218	FBgn0085768
FBtr0074717	FBgn0027621
FBtr0074715	FBgn0027621
FBtr0339439	FBgn0027621
FBtr0074720	FBgn0027621
FBtr0307194	FBgn0027621
FBtr0074718	FBgn0027621
FBtr0074713	FBgn0027621
FBtr0074716	FBgn0027621
FBtr0074714	FBgn0027621
FBtr0074719	FBgn0027621
FBtr0339440	FBgn0027621
FBtr0307193	FBgn0027621
FBtr0307192	FBgn0027621
FBtr0329992	FBgn0264273
FBtr0290009	FBgn0264273
FBtr0100001	FBgn0264273
FBtr0329991	FBgn0264273
FBtr0345854	FBgn0266958
FBtr0336985	FBgn0265153
FBtr0078335	FBgn0037036
FBtr0340330	FBgn0265594
FBtr0301844	FBgn0053513
FBtr0091453	FBgn0053513
FBtr0301843	FBgn0053513
FBtr0070288	FBgn0053513
FBtr0091454	FBgn0053513
FBtr0301842	FBgn0053513
FBtr0339592	FBgn0053513
FBtr0339496	FBgn0029851
FBtr0339495	FBgn0029851
FBtr0070893	FBgn0029851
FBtr0112954	FBgn0029851
FBtr0070207	FBgn0004650
FBtr0087577	FBgn0033911
FBtr0075193	FBgn0036751
FBtr0087098	FBgn0034137
FBtr0087099	FBgn0034137
FBtr0340062	FBgn0034137
FBtr0087100	FBgn0034137
FBtr0074982	FBgn0036874
FBtr0112755	FBgn0085478
FBtr0308591	FBgn0085478
FBtr0343029	FBgn0085478
FBtr0331304	FBgn0085478
FBtr0112754	FBgn0085478
FBtr0343028	FBgn0085478
FBtr0112753	FBgn0085478
FBtr0076183	FBgn0036152
FBtr0333389	FBgn0036152
FBtr0333388	FBgn0036152
FBtr0339697	FBgn0262730
FBtr0307164	FBgn0262730
FBtr0307165	FBgn0262730
FBtr0339696	FBgn0262730
FBtr0072593	FBgn0035173
FBtr0345005	FBgn0035173
FBtr0343407	FBgn0031937
FBtr0300709	FBgn0031937
FBtr0071836	FBgn0034737
FBtr0074549	FBgn0030900
FBtr0084230	FBgn0038964
FBtr0343440	FBgn0264299
FBtr0343441	FBgn0264299
FBtr0331502	FBgn0264299
FBtr0331741	FBgn0030274
FBtr0343038	FBgn0030274
FBtr0073440	FBgn0030274
FBtr0331740	FBgn0030274
FBtr0343248	FBgn0266032
FBtr0344979	FBgn0011206
FBtr0076538	FBgn0011206
FBtr0300462	FBgn0011206
FBtr0076541	FBgn0011206
FBtr0076540	FBgn0011206
FBtr0331858	FBgn0011206
FBtr0076539	FBgn0011206
FBtr0082882	FBgn0051495
FBtr0344765	FBgn0051495
FBtr0085949	FBgn0051600
FBtr0343884	FBgn0051600
FBtr0073644	FBgn0030386
FBtr0346072	FBgn0267080
FBtr0083271	FBgn0038416
FBtr0303531	FBgn0000565
FBtr0075554	FBgn0000565
FBtr0330176	FBgn0000565
FBtr0330177	FBgn0000565
FBtr0075553	FBgn0000565
FBtr0075552	FBgn0000565
FBtr0082559	FBgn0038000
FBtr0081374	FBgn0011638
FBtr0332118	FBgn0052311
FBtr0332117	FBgn0052311
FBtr0332116	FBgn0052311
FBtr0332119	FBgn0052311
FBtr0332120	FBgn0052311
FBtr0332115	FBgn0052311
FBtr0332114	FBgn0052311
FBtr0070681	FBgn0025739
FBtr0346038	FBgn0267072
FBtr0304844	FBgn0038063
FBtr0330120	FBgn0038063
FBtr0100019	FBgn0038063
FBtr0304846	FBgn0038063
FBtr0347149	FBgn0038063
FBtr0304845	FBgn0038063
FBtr0112788	FBgn0038816
FBtr0334640	FBgn0038816
FBtr0334641	FBgn0038816
FBtr0336647	FBgn0265045
FBtr0336651	FBgn0265045
FBtr0336652	FBgn0265045
FBtr0336643	FBgn0265045
FBtr0336650	FBgn0265045
FBtr0336649	FBgn0265045
FBtr0336644	FBgn0265045
FBtr0336646	FBgn0265045
FBtr0336645	FBgn0265045
FBtr0336648	FBgn0265045
FBtr0088433	FBgn0263260
FBtr0344061	FBgn0266330
FBtr0084374	FBgn0039066
FBtr0084375	FBgn0039066
FBtr0334086	FBgn0040805
FBtr0113333	FBgn0040805
FBtr0300758	FBgn0040805
FBtr0075606	FBgn0040805
FBtr0071636	FBgn0034590
FBtr0342874	FBgn0034590
FBtr0342873	FBgn0034590
FBtr0070147	FBgn0025620
FBtr0087085	FBgn0053458
FBtr0307364	FBgn0058469
FBtr0071486	FBgn0030186
FBtr0087734	FBgn0027079
FBtr0333148	FBgn0027079
FBtr0087735	FBgn0027079
FBtr0302512	FBgn0033391
FBtr0302511	FBgn0033391
FBtr0088611	FBgn0033391
FBtr0087115	FBgn0024315
FBtr0340068	FBgn0024315
FBtr0087114	FBgn0024315
FBtr0340067	FBgn0024315
FBtr0303245	FBgn0037135
FBtr0078441	FBgn0037135
FBtr0303247	FBgn0037135
FBtr0303246	FBgn0037135
FBtr0080855	FBgn0002673
FBtr0331444	FBgn0002673
FBtr0331445	FBgn0002673
FBtr0331446	FBgn0002673
FBtr0086143	FBgn0259977
FBtr0339228	FBgn0265252
FBtr0301636	FBgn0086655
FBtr0332950	FBgn0086655
FBtr0114364	FBgn0086655
FBtr0114365	FBgn0086655
FBtr0077213	FBgn0031181
FBtr0071733	FBgn0034671
FBtr0076552	FBgn0035952
FBtr0290278	FBgn0033356
FBtr0290279	FBgn0033356
FBtr0307204	FBgn0032147
FBtr0079869	FBgn0032147
FBtr0345267	FBgn0004842
FBtr0345268	FBgn0004842
FBtr0085100	FBgn0004842
FBtr0100890	FBgn0013688
FBtr0080929	FBgn0032612
FBtr0331624	FBgn0032612
FBtr0091805	FBgn0053801
FBtr0072686	FBgn0011852
FBtr0081332	FBgn0004374
FBtr0071324	FBgn0040235
FBtr0071546	FBgn0003391
FBtr0332808	FBgn0037710
FBtr0082113	FBgn0037710
FBtr0083979	FBgn0038842
FBtr0113257	FBgn0038842
FBtr0334919	FBgn0038842
FBtr0080158	FBgn0023415
FBtr0344020	FBgn0023415
FBtr0344578	FBgn0058172
FBtr0303509	FBgn0053193
FBtr0084356	FBgn0053193
FBtr0073212	FBgn0003206
FBtr0073477	FBgn0030268
FBtr0073475	FBgn0030268
FBtr0073476	FBgn0030268
FBtr0346270	FBgn0030268
FBtr0073478	FBgn0030268
FBtr0073479	FBgn0030268
FBtr0333865	FBgn0036007
FBtr0076427	FBgn0036007
FBtr0333864	FBgn0036007
FBtr0308189	FBgn0031395
FBtr0077848	FBgn0031395
FBtr0330664	FBgn0031395
FBtr0077849	FBgn0031395
FBtr0073196	FBgn0045477
FBtr0309790	FBgn0045477
FBtr0342648	FBgn0265816
FBtr0084714	FBgn0051382
FBtr0343870	FBgn0032923
FBtr0081471	FBgn0032923
FBtr0081470	FBgn0032923
FBtr0070678	FBgn0029714
FBtr0087571	FBgn0033915
FBtr0087569	FBgn0033915
FBtr0087572	FBgn0033915
FBtr0071962	FBgn0050202
FBtr0346407	FBgn0267237
FBtr0083179	FBgn0026616
FBtr0334593	FBgn0026616
FBtr0345238	FBgn0026616
FBtr0070530	FBgn0029661
FBtr0310466	FBgn0029661
FBtr0071928	FBgn0034756
FBtr0087116	FBgn0024319
FBtr0113313	FBgn0039838
FBtr0088941	FBgn0033210
FBtr0300562	FBgn0026379
FBtr0089901	FBgn0026379
FBtr0301521	FBgn0026379
FBtr0089902	FBgn0026379
FBtr0089904	FBgn0026379
FBtr0089905	FBgn0026379
FBtr0089900	FBgn0026379
FBtr0071041	FBgn0029913
FBtr0075457	FBgn0036579
FBtr0342877	FBgn0030973
FBtr0074647	FBgn0030973
FBtr0088503	FBgn0033404
FBtr0344004	FBgn0039881
FBtr0085847	FBgn0039881
FBtr0085848	FBgn0039881
FBtr0305131	FBgn0039881
FBtr0100356	FBgn0024293
FBtr0343115	FBgn0025608
FBtr0081126	FBgn0025608
FBtr0302392	FBgn0261501
FBtr0091895	FBgn0053891
FBtr0085926	FBgn0051611
FBtr0345475	FBgn0266803
FBtr0346877	FBgn0267506
FBtr0091921	FBgn0065094
FBtr0071984	FBgn0034814
FBtr0339705	FBgn0020930
FBtr0087853	FBgn0020930
FBtr0091905	FBgn0053901
FBtr0113239	FBgn0038339
FBtr0334631	FBgn0038339
FBtr0113240	FBgn0038339
FBtr0301285	FBgn0025936
FBtr0089083	FBgn0025936
FBtr0089085	FBgn0025936
FBtr0089084	FBgn0025936
FBtr0089086	FBgn0025936
FBtr0089082	FBgn0025936
FBtr0302031	FBgn0032660
FBtr0302030	FBgn0032660
FBtr0302165	FBgn0034971
FBtr0343337	FBgn0034971
FBtr0343336	FBgn0034971
FBtr0072179	FBgn0034971
FBtr0084895	FBgn0261287
FBtr0344092	FBgn0261287
FBtr0084894	FBgn0261287
FBtr0344091	FBgn0261287
FBtr0300421	FBgn0050115
FBtr0310055	FBgn0050115
FBtr0340387	FBgn0050115
FBtr0087160	FBgn0034127
FBtr0076808	FBgn0035811
FBtr0086255	FBgn0050147
FBtr0086256	FBgn0050147
FBtr0346584	FBgn0021944
FBtr0079352	FBgn0021944
FBtr0340667	FBgn0265724
FBtr0084504	FBgn0053108
FBtr0300647	FBgn0053108
FBtr0075546	FBgn0036499
FBtr0073102	FBgn0053160
FBtr0087736	FBgn0033806
FBtr0087737	FBgn0033806
FBtr0344907	FBgn0266623
FBtr0339454	FBgn0033501
FBtr0339451	FBgn0033501
FBtr0339452	FBgn0033501
FBtr0289962	FBgn0033501
FBtr0088336	FBgn0033501
FBtr0339453	FBgn0033501
FBtr0345943	FBgn0264911
FBtr0345944	FBgn0264911
FBtr0306142	FBgn0262846
FBtr0346522	FBgn0262846
FBtr0346521	FBgn0262846
FBtr0077529	FBgn0031550
FBtr0336478	FBgn0265042
FBtr0336475	FBgn0265042
FBtr0336479	FBgn0265042
FBtr0336474	FBgn0265042
FBtr0336473	FBgn0265042
FBtr0336476	FBgn0265042
FBtr0336477	FBgn0265042
FBtr0081873	FBgn0051460
FBtr0339327	FBgn0051460
FBtr0080354	FBgn0032424
FBtr0346405	FBgn0267234
FBtr0332557	FBgn0264442
FBtr0332562	FBgn0264442
FBtr0332558	FBgn0264442
FBtr0332561	FBgn0264442
FBtr0332560	FBgn0264442
FBtr0329834	FBgn0263869
FBtr0085392	FBgn0029176
FBtr0302442	FBgn0029176
FBtr0085393	FBgn0029176
FBtr0112638	FBgn0085423
FBtr0306335	FBgn0085423
FBtr0112641	FBgn0085423
FBtr0112639	FBgn0085423
FBtr0332409	FBgn0085423
FBtr0306333	FBgn0085423
FBtr0073053	FBgn0035430
FBtr0308314	FBgn0035430
FBtr0087720	FBgn0033830
FBtr0113377	FBgn0050424
FBtr0113376	FBgn0050424
FBtr0343511	FBgn0050424
FBtr0113375	FBgn0050424
FBtr0335121	FBgn0264941
FBtr0309795	FBgn0000427
FBtr0071146	FBgn0000427
FBtr0071145	FBgn0000427
FBtr0310269	FBgn0000427
FBtr0071147	FBgn0000427
FBtr0309796	FBgn0000427
FBtr0083415	FBgn0038487
FBtr0073787	FBgn0030485
FBtr0301560	FBgn0030485
FBtr0343148	FBgn0030485
FBtr0331652	FBgn0031279
FBtr0078007	FBgn0031279
FBtr0088739	FBgn0033283
FBtr0077443	FBgn0031611
FBtr0083792	FBgn0012004
FBtr0331710	FBgn0001087
FBtr0073842	FBgn0001087
FBtr0331709	FBgn0001087
FBtr0082057	FBgn0037678
FBtr0290134	FBgn0250754
FBtr0303829	FBgn0262004
FBtr0074820	FBgn0036945
FBtr0074821	FBgn0036945
FBtr0307391	FBgn0029920
FBtr0339153	FBgn0038702
FBtr0345530	FBgn0266814
FBtr0081666	FBgn0000166
FBtr0081665	FBgn0000166
FBtr0081668	FBgn0000166
FBtr0081667	FBgn0000166
FBtr0081664	FBgn0000166
FBtr0300125	FBgn0061435
FBtr0300124	FBgn0061435
FBtr0346475	FBgn0267260
FBtr0344567	FBgn0266526
FBtr0344565	FBgn0266526
FBtr0344568	FBgn0266526
FBtr0344566	FBgn0266526
FBtr0079098	FBgn0051648
FBtr0084651	FBgn0004189
FBtr0084055	FBgn0038876
FBtr0300616	FBgn0038876
FBtr0082438	FBgn0037935
FBtr0087701	FBgn0033842
FBtr0301881	FBgn0029754
FBtr0100065	FBgn0054010
FBtr0084623	FBgn0039196
FBtr0306898	FBgn0263019
FBtr0306899	FBgn0263019
FBtr0306897	FBgn0263019
FBtr0336834	FBgn0041150
FBtr0077398	FBgn0041150
FBtr0336833	FBgn0041150
FBtr0077399	FBgn0041150
FBtr0077397	FBgn0041150
FBtr0077395	FBgn0041150
FBtr0077396	FBgn0041150
FBtr0345631	FBgn0041150
FBtr0077400	FBgn0041150
FBtr0340426	FBgn0053178
FBtr0073963	FBgn0053178
FBtr0346085	FBgn0053178
FBtr0088089	FBgn0033638
FBtr0306029	FBgn0033638
FBtr0300945	FBgn0033638
FBtr0342936	FBgn0016076
FBtr0079071	FBgn0016076
FBtr0300020	FBgn0016076
FBtr0079070	FBgn0016076
FBtr0346579	FBgn0016076
FBtr0332566	FBgn0264443
FBtr0345432	FBgn0264443
FBtr0332564	FBgn0264443
FBtr0332565	FBgn0264443
FBtr0080994	FBgn0032646
FBtr0346767	FBgn0038202
FBtr0082914	FBgn0038202
FBtr0330081	FBgn0038202
FBtr0086734	FBgn0040465
FBtr0085637	FBgn0051383
FBtr0309761	FBgn0263462
FBtr0078592	FBgn0037410
FBtr0078593	FBgn0037410
FBtr0310413	FBgn0037410
FBtr0084170	FBgn0038921
FBtr0075490	FBgn0036575
FBtr0087918	FBgn0033727
FBtr0083852	FBgn0038749
FBtr0075954	FBgn0036277
FBtr0077697	FBgn0031442
FBtr0075051	FBgn0052202
FBtr0299996	FBgn0259733
FBtr0113545	FBgn0083024
FBtr0075243	FBgn0036711
FBtr0306721	FBgn0262969
FBtr0345002	FBgn0262969
FBtr0082534	FBgn0017581
FBtr0082535	FBgn0017581
FBtr0339714	FBgn0037530
FBtr0081765	FBgn0037530
FBtr0339713	FBgn0037530
FBtr0339715	FBgn0037530
FBtr0072252	FBgn0034978
FBtr0088247	FBgn0033556
FBtr0343860	FBgn0005590
FBtr0081261	FBgn0005590
FBtr0099989	FBgn0001297
FBtr0339165	FBgn0001297
FBtr0290076	FBgn0001297
FBtr0099990	FBgn0001297
FBtr0099988	FBgn0001297
FBtr0086232	FBgn0034537
FBtr0307114	FBgn0037397
FBtr0077852	FBgn0031391
FBtr0334813	FBgn0031391
FBtr0091858	FBgn0053854
FBtr0342833	FBgn0265909
FBtr0073545	FBgn0030307
FBtr0334492	FBgn0038165
FBtr0301654	FBgn0038165
